PC1,PC2,Personality
-1.9858459924388405,0.8783313518258145,Extrovert
-1.9415622488810813,-0.7885304141541428,Extrovert
-1.2412745188558296,-0.12229855672757273,Extrovert
2.1152338358916944,0.7823628959052326,Introvert
1.4880771429119652,-1.2246038408858448,Introvert
-0.6675049404584819,-1.0811031883803144,Extrovert
-2.04357826874987,-0.13837201123386902,Extrovert
-0.20364558785944295,0.4341311326320207,Extrovert
0.7375225954041348,1.028979499130008,Introvert
0.24602327482076472,0.2861363531437923,Introvert
1.332432324064745,-0.27538731582171877,Introvert
-2.165986911908599,0.3146329823678531,Extrovert
-0.9877053393193834,-0.14474792873525238,Extrovert
-0.8570987747446024,-0.6201067751494009,Extrovert
1.7509946241017782,0.6442202104592942,Introvert
-3.2441248675637646,-0.01154839209085015,Extrovert
-0.5718685994332459,-0.5195844233621428,Extrovert
0.7980850450290546,0.42415867705589816,Introvert
-1.8273559358920026,1.7237474623248803,Extrovert
1.0667420761559732,-1.0531368350007986,Introvert
1.3899110978266889,1.1134584966453982,Introvert
-1.6067752165114237,-0.3050398713305794,Extrovert
-1.9510123787935512,0.47497458649547847,Extrovert
1.2054294253818691,-0.44410088469669845,Introvert
-0.9350271170626125,-1.390996782411349,Extrovert
2.9684412859420726,-0.510406231084233,Introvert
1.6892790093356571,-0.903396461592599,Introvert
3.2347024380093257,0.03954829534572828,Introvert
1.9274658991643598,0.013223386510599285,Introvert
0.2800264506219027,-0.27956296750746273,Introvert
1.771050833971805,0.5084579212468262,Introvert
2.8080024080550525,-1.149344813129821,Introvert
-1.472201784508301,1.1688836135607998,Extrovert
-1.5250033918752757,1.1068145115088464,Extrovert
1.159684853771586,0.49638526904914837,Introvert
-1.6845232284531058,-0.5827211373881899,Extrovert
-1.8174587482600564,-1.3605300483578961,Extrovert
2.8478043799798898,-0.23361772762359365,Introvert
-1.971461947349618,1.0929303917006479,Extrovert
-1.061596182820069,-1.438644059489441,Extrovert
1.9156011182450101,-0.9203077361228591,Introvert
-0.8201962008816145,-0.4450928927219149,Extrovert
-0.2452192969808276,-0.30537946273312405,Extrovert
1.0450342679669156,0.04369012056405185,Introvert
1.7116232388696726,-0.6739103627667956,Introvert
1.6288394834921398,0.7250827546535656,Introvert
-0.4167117738736824,-0.5359478077386883,Extrovert
2.676831431787164,0.6007485850669458,Introvert
2.3260224421321163,-0.7934555715531322,Introvert
0.5594643222749337,-0.6135274628441868,Introvert
2.2233158405561317,-0.4156907905390536,Introvert
0.7165727540785712,-0.5975581577134728,Introvert
-0.6410822765389615,-0.4867038437011685,Extrovert
0.4325843473734607,0.24141736245288853,Introvert
-1.030933431663685,-0.1620040757087689,Extrovert
1.6606375505001123,0.49919319390250133,Introvert
0.7715257712052728,0.46328017847875347,Introvert
-2.747897466455873,0.4806822523093115,Extrovert
-2.0905810799931452,1.2809852928716594,Extrovert
